name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
GRMZM2G081886	23	4.82587	4.92675	7.4067	0.0652692	369
GRMZM2G081888	4	0.840644	1.40167	0.706371	1.43069	119
GRMZM2G081892	13	2.77462	3.43481	2.78354	0.694882	257
GRMZM2G081901	2	0.435387	0.14026	0	-1.17476	137
GRMZM2G081912	0	0	NA	NA	NA	NA
GRMZM2G081915	9	1.90662	2.8631	1.36933	1.35139	179
GRMZM2G081919	11	2.32022	2.57497	6.42239	0.307115	384
GRMZM2G081924	12	2.52182	3.55379	2.01442	1.15967	228
GRMZM2G081928	2	0.42161	0.178721	0.00980131	-0.966826	261
GRMZM2G081930	2	0.422988	0.878472	0	1.81307	206
GRMZM2G081935	5	1.05478	1.33421	2.40115	0.61059	92
GRMZM2G081943	1	0.207531	0.109317	0.00662526	-0.585763	62
GRMZM2G081949	2	0.42738	0.895427	0.135378	1.86307	105
GRMZM2G081953	6	1.26376	1.01093	3.52589	-0.48481	287
GRMZM2G081955	6	1.2503	2.18177	1.34434	1.78606	306
GRMZM2G081957	14	2.94239	2.99461	12.8277	0.0517007	486
GRMZM2G081965	7	1.46438	1.37124	3.13098	-0.159404	370
GRMZM2G081970	7	1.47762	0.853737	2.59133	-1.06772	242
GRMZM2G081977	4	0.840699	0.98891	1.27967	0.377956	175
GRMZM2G082007	10	2.1016	3.54102	3.47815	1.87231	180
GRMZM2G082019	2	0.420291	0.231931	1.73064	-0.749771	82
GRMZM2G082032	3	0.649744	0.746325	NA	0.298056	138
GRMZM2G082034	3	0.636055	0.985527	1.53851	1.0785	42
GRMZM2G082037	5	1.05897	1.64225	0.00446429	1.27454	387
GRMZM2G082087	3	0.630407	1.2861	0.96971	2.02351	190
GRMZM2G082097	5	1.08694	0.577644	1.09376	-1.11288	212
GRMZM2G082118	7	1.49676	1.88955	0.107311	0.672218	132
GRMZM2G082131	3	0.657711	1.02996	1.96296	1.14879	396
GRMZM2G082149	3	0.631848	0.962744	0.669806	1.02117	127
GRMZM2G082167	4	0.833975	0.621782	1.33717	-0.541116	431
GRMZM2G082169	1	0.223254	0.506939	NA	1.69193	84
GRMZM2G082180	9	1.89717	2.3929	2.5668	0.700407	399
GRMZM2G082181	2	0.425939	0.205952	1.98452	-0.875662	319
GRMZM2G082185	25	5.27333	6.43071	8.38177	0.695535	290
GRMZM2G082189	1	0.210116	0.142191	NA	-0.405112	140
GRMZM2G082191	26	5.43874	8.30212	6.5191	1.66172	777
GRMZM2G082198	0	0	0	NA	NA	128
GRMZM2G082199	3	0.630407	0.830696	0.0860404	0.618108	102
GRMZM2G082203	30	6.28318	8.75121	12.5322	1.25959	497
GRMZM2G082205	16	3.37093	3.90818	7.27123	0.475568	580
GRMZM2G082207	1	0.214445	0.0333333	0.000564972	-1.08017	147
GRMZM2G082214	12	2.52478	2.9536	2.12012	0.481886	214
GRMZM2G082216	0	0	0	NA	NA	37
GRMZM2G082222	1	0.207531	0.134576	NA	-0.435117	62
GRMZM2G082227	2	0.435476	0.588438	0.0296431	0.60887	137
GRMZM2G082249	8	1.71652	3.01118	2.6776	2.00312	367
GRMZM2G082257	1	0.208796	0.463565	0.252853	1.51947	143
GRMZM2G082260	10	2.13173	2.55201	4.85504	0.546667	493
GRMZM2G082264	6	1.31108	1.46662	0.0293856	0.298235	167
GRMZM2G082271	4	0.840889	0.543321	0.0560101	-0.758831	562
GRMZM2G082293	4	0.832656	0.710484	0.140478	-0.31155	211
GRMZM2G082296	1	0.219447	0.106918	NA	-0.671134	94
GRMZM2G082302	11	2.30112	2.49499	1.78916	0.233722	537
GRMZM2G082312	3	0.627822	1.20941	0.293236	1.79481	404
GRMZM2G082318	5	1.0624	2.40792	1.56313	2.94014	228
GRMZM2G082320	1	0.214445	0.155367	0	-0.352346	492
GRMZM2G082322	15	3.14611	3.11933	2.2281	-0.0250326	425
GRMZM2G082330	8	1.68593	2.73511	0.881744	1.6233	372
GRMZM2G082335	2	0.429188	0.889394	0.126984	1.83186	191
GRMZM2G082343	6	1.28036	1.68952	1.55486	0.784557	144
GRMZM2G082346	4	0.835186	1.03117	2.78402	0.499775	69
GRMZM2G082365	21	4.45521	5.98117	1.58305	1.06926	401
GRMZM2G082372	1	0.210116	0.484848	NA	1.63854	96
GRMZM2G082376	3	0.635923	0.831454	NA	0.60342	153
GRMZM2G082384	7	1.47927	1.5547	5.42439	0.129108	381
GRMZM2G082385	23	4.80414	1.69053	19.8648	-2.01444	920
GRMZM2G082387	2	0.440947	0.532857	0.000649351	0.365849	154
GRMZM2G082390	1	0.210116	0.356643	NA	0.873907	65
GRMZM2G082434	8	1.68381	2.13971	1.26417	0.705377	335
GRMZM2G082448	10	2.1199	3.49161	3.07824	1.78423	171
GRMZM2G082468	1	0.212935	0.0322581	1.96774	-1.07758	213
GRMZM2G082484	12	2.51048	2.87353	4.02416	0.407973	255
GRMZM2G082487	0	0	0	NA	NA	45
GRMZM2G082490	0	0	NA	NA	NA	NA
GRMZM2G082502	11	2.32982	2.39716	3.19681	0.0811894	295
GRMZM2G082504	3	0.640315	0.62791	0.00475939	-0.0382833	165
GRMZM2G082508	12	2.54764	3.78628	2.06758	1.39191	239
GRMZM2G082512	0	0	0	NA	NA	68
GRMZM2G082517	4	0.839316	1.16924	1.75414	0.841333	184
GRMZM2G082520	4	0.861414	1.22488	0.34433	0.926882	193
GRMZM2G082522	34	7.17069	12.8253	16.0787	2.57574	477
GRMZM2G082529	12	2.52093	3.76554	3.8043	1.39861	595
GRMZM2G082538	0	0	0	0	NA	15
GRMZM2G082544	3	0.648411	1.23678	1.04618	1.81573	210
GRMZM2G082564	1	0.208796	0.112379	0.00702371	-0.575044	201
GRMZM2G082573	0	0	0	NA	NA	5
GRMZM2G082580	24	5.13721	6.40625	5.54479	0.790761	447
GRMZM2G082581	2	0.424825	0.352049	1.65162	-0.289688	209
GRMZM2G082586	7	1.48601	1.82905	0.026501	0.587098	226
GRMZM2G082608	2	0.423051	0.743713	NA	1.2764	62
GRMZM2G082612	12	2.50859	4.18695	4.26708	1.88603	255
GRMZM2G082613	0	0	0	NA	NA	42
GRMZM2G082627	1	0.212935	0.122686	NA	-0.538255	85
GRMZM2G082630	0	0	0	NA	NA	137
GRMZM2G082633	0	0	0	0	NA	293
GRMZM2G082640	13	2.72418	2.51652	9.49416	-0.218576	212
GRMZM2G082642	0	0	0	0	NA	214
GRMZM2G082653	2	0.425939	0.401533	0.0564972	-0.0971463	265
GRMZM2G082664	3	0.629029	1.05694	3.22825	1.32057	162
GRMZM2G082670	0	0	0	NA	NA	103
GRMZM2G082683	13	2.73271	4.92326	6.28328	2.30564	276
GRMZM2G082686	1	0.212935	0.489159	NA	1.64743	41
GRMZM2G082696	1	0.216029	0.435572	0.196007	1.30938	118
GRMZM2G082707	3	0.633226	1.17318	1.07448	1.66633	81
GRMZM2G082709	6	1.27947	2.38392	0.211528	2.11774	213
GRMZM2G082714	13	2.73054	2.1604	NA	-0.600098	205
GRMZM2G082721	3	0.626389	0.436787	NA	-0.585127	103
GRMZM2G082745	3	0.623859	0.611766	2.77002	-0.0373205	158
GRMZM2G082780	1	0.210116	0.0596737	0.0018648	-0.897256	282
GRMZM2G082792	3	0.653473	1.01097	NA	1.10326	144
GRMZM2G082809	4	0.848534	0.937819	2.02028	0.227686	238
GRMZM2G082823	4	0.869112	1.41499	NA	1.39204	429
GRMZM2G082830	11	2.30135	2.2483	NA	-0.0639628	381
GRMZM2G082836	2	0.420466	0.965983	0.653879	2.17145	140
GRMZM2G082853	4	0.882723	1.63701	1.99658	1.92352	283
GRMZM2G082855	5	1.06358	0.972018	0.00753044	-0.200084	369
GRMZM2G082874	13	2.71359	2.12969	6.81393	-0.614579	179
GRMZM2G082886	2	0.428964	0.163277	1.9092	-1.05757	83
GRMZM2G082894	8	1.691	2.49082	1.62623	1.23748	180
GRMZM2G082898	1	0.229885	0.0454545	NA	-1.09997	36
GRMZM2G082906	0	0	NA	NA	NA	NA
GRMZM2G082916	2	0.417593	0.0588235	0.000877963	-1.42809	972
GRMZM2G082924	2	0.42649	0.215626	0.0128679	-0.83935	104
GRMZM2G082931	2	0.420232	0.507226	0.0913753	0.346282	233
GRMZM2G082940	2	0.418913	0.796914	NA	1.50465	157
GRMZM2G082941	1	0.221297	0.11086	0.00678733	-0.658662	54
GRMZM2G082943	3	0.641057	0.812378	NA	0.528708	102
GRMZM2G082959	7	1.4902	2.22246	1.14075	1.25319	136
GRMZM2G082962	10	2.11449	3.33144	4.92621	1.58293	379
GRMZM2G082974	0	0	0	NA	NA	22
GRMZM2G082976	5	1.04842	1.30382	3.15917	0.558086	174
GRMZM2G082998	4	0.838051	0.755801	0.0202899	-0.209744	186
GRMZM2G083012	4	0.852239	0.851924	4.6564	-0.00080175	306
GRMZM2G083016	9	1.88978	0.666543	7.59505	-1.72829	297
GRMZM2G083022	39	8.18629	12.6513	NA	1.79326	417
GRMZM2G083025	1	0.211494	0.03125	NA	-1.075	31
GRMZM2G083058	16	3.36816	6.00373	7.69236	2.33297	346
GRMZM2G083068	0	0	0	0	NA	159
GRMZM2G083076	1	0.210116	0.167832	1.67832	-0.252186	259
GRMZM2G083081	1	0.216029	0.188748	NA	-0.162707	75
GRMZM2G083091	4	0.840635	0.643303	5.27634	-0.503219	109
GRMZM2G083095	15	3.15027	3.81438	6.76608	0.62068	379
GRMZM2G083102	2	0.417647	0.845111	0.697364	1.70153	99
GRMZM2G083111	9	1.89554	3.70306	NA	2.5538	158
GRMZM2G083117	3	0.625124	0.99398	NA	1.13831	93
GRMZM2G083130	3	0.639006	0.916594	0.134732	0.856655	368
GRMZM2G083138	5	1.05949	1.13621	4.41314	0.167631	195
GRMZM2G083150	8	1.69254	2.6776	NA	1.52409	129
GRMZM2G083156	4	0.851809	0.573424	3.56635	-0.709913	247
GRMZM2G083173	26	5.45356	6.53334	7.97121	0.626636	541
GRMZM2G083176	9	1.90275	1.95978	0.321971	0.0805798	507
GRMZM2G083182	2	0.464799	0.53194	NA	0.267254	154
GRMZM2G083190	3	0.640458	1.15382	NA	1.58427	124
GRMZM2G083195	7	1.4672	2.00353	0.0599158	0.917893	369
GRMZM2G083222	7	1.46163	1.85803	2.36319	0.678404	351
GRMZM2G083239	0	0	0	NA	NA	152
GRMZM2G083243	11	2.29852	1.54804	4.51473	-0.904766	309
GRMZM2G083246	0	0	0	NA	NA	21
GRMZM2G083248	5	1.05087	2.13772	0.559768	2.37489	359
GRMZM2G083253	8	1.66537	1.38334	0.68252	-0.436343	102
GRMZM2G083258	0	0	0	NA	NA	16
GRMZM2G083262	2	0.418913	0.895531	1.83145	1.89719	178
GRMZM2G083284	4	0.847802	0.645388	3.23406	-0.516178	224
GRMZM2G083285	1	0.235098	0.184615	0.0205128	-0.301085	83
GRMZM2G083292	4	0.840644	1.16591	NA	0.829452	218
GRMZM2G083309	4	0.839257	0.9587	2.71766	0.304593	485
GRMZM2G083328	19	3.98115	5.79122	12.235	1.38346	185
GRMZM2G083344	4	0.848067	1.03083	0.0871513	0.466066	185
GRMZM2G083346	22	4.57454	5.37498	11.6309	0.538509	433
GRMZM2G083347	1	0.216029	0.333938	NA	0.703227	69
GRMZM2G083350	11	2.33543	3.43932	0.171338	1.33084	408
GRMZM2G083364	0	0	NA	NA	NA	NA
GRMZM2G083367	15	3.15157	4.71635	1.75933	1.46246	401
GRMZM2G083374	18	3.84029	4.50126	14.4478	0.529249	1412
GRMZM2G083382	1	0.217694	0.249351	NA	0.188806	86
GRMZM2G083394	12	2.5387	1.32669	0.0636758	-1.36199	466
GRMZM2G083398	0	0	NA	NA	NA	NA
GRMZM2G083402	9	1.89291	2.27403	3.45561	0.538477	252
GRMZM2G083408	1	0.216029	0.0677556	NA	-0.884319	61
GRMZM2G083410	10	2.08681	2.28835	0.712156	0.262153	214
GRMZM2G083411	3	0.629141	0.863799	1.52262	0.724168	393
GRMZM2G083418	4	0.843708	1.42474	1.25037	1.4817	214
GRMZM2G083427	0	0	0	0	NA	119
GRMZM2G083437	35	7.37447	4.9913	33.0866	-1.05718	586
GRMZM2G083453	1	0.211494	0.503472	0.417163	1.74139	31
GRMZM2G083459	3	0.629087	0.929484	1.21361	0.927046	236
GRMZM2G083474	2	0.430941	0.452131	0.0342418	0.0843493	120
GRMZM2G083475	11	2.32143	1.95512	7.02165	-0.441619	725
GRMZM2G083497	8	1.67048	1.91638	0.338482	0.380458	89
GRMZM2G083504	12	2.53293	2.79089	3.87828	0.289877	215
GRMZM2G083515	2	0.457419	0.132273	0	-1.29425	74
GRMZM2G083518	6	1.26811	1.44569	4.54504	0.340505	239
GRMZM2G083526	18	3.79289	4.58645	0.670763	0.63541	471
GRMZM2G083538	1	0.211494	0.0907738	NA	-0.71999	271
GRMZM2G083546	10	2.08566	2.00673	6.16428	-0.102656	265
GRMZM2G083551	11	2.29867	1.71494	4.87952	-0.703739	139
GRMZM2G083555	10	2.11209	3.40181	0.746968	1.67759	289
GRMZM2G083574	13	2.79813	2.65146	2.11672	-0.154385	385
GRMZM2G083578	0	0	NA	NA	NA	NA
GRMZM2G083580	9	1.89951	3.92449	5.54356	2.86105	202
GRMZM2G083599	2	0.42649	0.298366	NA	-0.510001	326
GRMZM2G083620	14	2.92612	3.11789	6.27389	0.189849	168
GRMZM2G083629	1	0.211494	0.328869	0.0838294	0.700039	71
GRMZM2G083642	5	1.05334	0.593036	2.91514	-1.00581	41
GRMZM2G083643	1	0.216029	0.0998185	1.83001	-0.693092	231
GRMZM2G083655	10	2.11704	2.92412	0.704254	1.04981	105
GRMZM2G083670	0	0	0	NA	NA	97
GRMZM2G083677	7	1.46432	2.8566	4.17335	2.38278	234
GRMZM2G083689	12	2.53153	2.12497	6.70832	-0.456865	563
GRMZM2G083711	0	0	0	NA	NA	19
GRMZM2G083716	4	0.849541	1.54209	0.384556	1.76608	338
GRMZM2G083717	6	1.2541	1.44974	5.02007	0.375132	265
GRMZM2G083725	2	0.42161	0.31481	NA	-0.42512	137
GRMZM2G083745	9	1.8983	2.95496	4.82885	1.49293	214
GRMZM2G083749	10	2.11093	1.78874	0.182579	-0.419088	264
GRMZM2G083755	5	1.06315	1.7585	2.97787	1.51943	141
GRMZM2G083759	27	5.66009	7.86636	8.23242	1.23792	430
GRMZM2G083763	14	2.96381	3.80785	4.90815	0.8356	284
GRMZM2G083783	2	0.417593	0.27568	0.022827	-0.564887	207
GRMZM2G083788	51	10.7671	15.7961	19.4765	1.57353	389
GRMZM2G083797	51	10.6687	15.103	NA	1.38744	683
GRMZM2G083810	3	0.63908	1.02526	NA	1.19177	79
GRMZM2G083812	8	1.70605	2.34421	0.0414918	0.987372	382
GRMZM2G083813	8	1.70638	2.07235	3.04869	0.566226	255
GRMZM2G083836	5	1.04969	0.817001	3.31637	-0.508443	400
GRMZM2G083841	19	4.02221	5.06859	6.27061	0.799755	652
GRMZM2G083847	8	1.69718	1.71698	2.15753	0.0306384	352
GRMZM2G083850	2	0.454086	0.791875	NA	1.34458	232
GRMZM2G083855	2	0.425939	0.644935	NA	0.871722	103
GRMZM2G083875	0	0	0	0	NA	94
GRMZM2G083886	10	2.09486	2.75171	1.04259	0.854399	240
GRMZM2G083888	3	0.641968	0.686229	1.67617	0.136592	99
GRMZM2G083894	0	0	NA	NA	NA	0
GRMZM2G083932	1	0.212935	0.122686	NA	-0.538255	71
GRMZM2G083935	0	0	0	0	NA	357
GRMZM2G083950	11	2.3049	2.08905	2.99989	-0.260234	503
GRMZM2G083964	4	0.875808	0.692567	0.0665025	-0.467287	200
GRMZM2G083972	23	4.8453	7.58569	10.1544	1.77298	513
GRMZM2G083975	1	0.208796	0.0856014	0.00395083	-0.73475	132
GRMZM2G083977	1	0.210116	0.507226	NA	1.772	68
GRMZM2G083984	1	0.238005	0.102418	0.0056899	-0.808658	74
GRMZM2G083998	5	1.04668	1.22083	3.75778	0.380551	254
GRMZM2G084005	2	0.453139	0.71307	NA	1.03466	130
GRMZM2G084014	2	0.423241	0.518032	0.175593	0.377319	248
GRMZM2G084021	1	0.217694	0.0701299	1.89351	-0.880088	76
GRMZM2G084046	13	2.72009	2.82074	7.1071	0.105938	372
GRMZM2G084054	1	0.207531	0.447619	NA	1.43191	140
GRMZM2G084062	7	1.46841	2.11853	2.57389	1.11263	677
GRMZM2G084063	6	1.25542	1.53126	0.424491	0.528919	44
GRMZM2G084086	6	1.31492	2.63716	1.81939	2.53536	154
GRMZM2G084116	0	0	0	NA	NA	78
GRMZM2G084125	2	0.426145	0.606517	NA	0.717975	113
GRMZM2G084130	8	1.70875	2.43501	NA	1.12367	181
GRMZM2G084134	15	3.16656	5.44833	4.34284	2.13256	428
GRMZM2G084149	6	1.25432	1.11093	0.0436867	-0.274941	277
GRMZM2G084164	5	1.06098	1.22525	0.60842	0.358964	373
GRMZM2G084173	0	0	NA	NA	NA	NA
GRMZM2G084176	19	4.04206	6.4721	2.81251	1.85731	329
GRMZM2G084181	36	7.57286	6.99411	20.8417	-0.250196	1123
GRMZM2G084183	4	0.83524	0.426789	3.94159	-1.0416	124
GRMZM2G084192	6	1.26521	1.66385	1.92784	0.764396	299
GRMZM2G084195	2	0.428964	0.909971	NA	1.91466	64
GRMZM2G084242	0	0	0	NA	NA	119
GRMZM2G084248	10	2.10289	3.96196	1.5647	2.41815	843
GRMZM2G084252	24	5.02909	5.70314	13.1731	0.420013	481
GRMZM2G084264	1	0.214445	0.126554	NA	-0.524194	55
GRMZM2G084274	15	3.1587	6.02211	2.28925	2.67617	246
GRMZM2G084278	7	1.56106	1.672	NA	0.189869	630
GRMZM2G084279	1	0.212935	0.355368	NA	0.849483	102
GRMZM2G084296	0	0	0	NA	NA	151
GRMZM2G084325	6	1.25834	1.43546	NA	0.339629	80
GRMZM2G084327	0	0	0	NA	NA	89
GRMZM2G084347	13	2.72958	3.69175	3.59599	1.01273	317
GRMZM2G084389	6	1.2698	1.68052	NA	0.787554	133
GRMZM2G084406	0	0	0	0	NA	153
GRMZM2G084407	11	2.34883	3.86399	3.61633	1.82664	387
GRMZM2G084429	3	0.636177	0.487137	0.053809	-0.459947	81
GRMZM2G084440	24	5.08476	4.92332	10.1523	-0.100595	293
GRMZM2G084445	1	0.221297	0.144796	NA	-0.456259	125
GRMZM2G084457	2	0.450657	0.463652	NA	0.0517284	79
GRMZM2G084462	2	0.426145	0.295555	0	-0.519816	246
GRMZM2G084463	6	1.25415	1.85038	3.61063	1.14326	256
GRMZM2G084465	6	1.25852	0.382334	3.78124	-1.68006	97
GRMZM2G084477	2	0.428964	0.540425	0.000528821	0.443674	162
GRMZM2G084486	35	7.4068	9.40147	6.96505	0.884841	575
GRMZM2G084489	6	1.27796	2.505	4.84581	2.35282	457
GRMZM2G084491	10	2.11575	2.19182	2.67108	0.0989482	268
GRMZM2G084498	0	0	0	NA	NA	79
GRMZM2G084513	4	0.852429	0.572123	2.12914	-0.714811	153
GRMZM2G084515	5	1.04938	1.22851	3.98163	0.391425	277
GRMZM2G084521	2	0.417593	0.115891	0.00175593	-1.20093	151
GRMZM2G084525	5	1.05232	1.06004	5.02912	0.0168514	649
GRMZM2G084540	5	1.05523	1.85102	1.37562	1.73889	386
GRMZM2G084547	0	0	0	NA	NA	94
GRMZM2G084570	3	0.673448	0.840144	0	0.514435	129
GRMZM2G084576	0	0	0	NA	NA	37
GRMZM2G084583	2	0.422988	0.602679	NA	0.715263	176
GRMZM2G084586	21	4.4015	4.73756	13.3308	0.235484	512
GRMZM2G084587	2	0.42161	1.00276	0.838996	2.31329	32
GRMZM2G084597	0	0	0	NA	NA	22
GRMZM2G084604	2	0.424429	0.416875	1.2184	-0.0300681	156
GRMZM2G084606	5	1.06165	1.209	0.62749	0.321992	325
GRMZM2G084609	6	1.2721	1.53465	0.0428345	0.503425	176
GRMZM2G084622	1	0.217694	0.508442	NA	1.73406	75
GRMZM2G084647	4	0.889413	1.78694	0.332052	2.28879	252
GRMZM2G084684	5	1.07424	1.19314	2.9868	0.259813	177
GRMZM2G084694	8	1.69713	2.4398	7.29453	1.14905	392
GRMZM2G084719	8	1.69529	2.32412	1.02306	0.972919	346
GRMZM2G084727	7	1.46697	3.24671	1.5968	3.04589	234
GRMZM2G084729	6	1.25542	2.98562	2.68418	3.31762	245
GRMZM2G084739	6	1.26318	1.60755	0.585132	0.660317	129
GRMZM2G084757	0	0	0	NA	NA	144
GRMZM2G084762	11	2.32316	3.44095	6.23931	1.34759	238
GRMZM2G084767	35	7.31363	9.69657	17.4351	1.05708	596
GRMZM2G084774	2	0.44433	0.472573	0.183051	0.112423	64
GRMZM2G084779	15	3.17848	3.68432	6.39284	0.472758	533
GRMZM2G084783	4	0.850919	1.3532	0.551691	1.28087	95
GRMZM2G084791	14	2.94084	2.7544	8.7242	-0.184569	364
GRMZM2G084794	1	0.221297	0.144796	0.0120664	-0.456259	203
GRMZM2G084802	1	0.207531	0.0285714	0.000414079	-1.06734	217
GRMZM2G084806	8	1.67725	2.00719	0.0438982	0.510474	276
GRMZM2G084812	4	0.843342	1.12595	2.22158	0.720678	226
GRMZM2G084819	1	0.211494	0.495536	0.361607	1.69406	136
GRMZM2G084821	2	0.450788	0.805095	NA	1.41033	46
GRMZM2G084825	37	7.82853	12.6685	12.5033	2.04035	474
GRMZM2G084859	5	1.08479	2.21117	0.3781	2.46129	80
GRMZM2G084863	8	1.68785	2.07125	4.05027	0.593198	207
GRMZM2G084868	0	0	0	NA	NA	64
GRMZM2G084881	5	1.05076	1.27447	2.78026	0.48884	309
GRMZM2G084885	11	2.33405	4.02017	2.48701	2.03276	268
GRMZM2G084899	4	0.852239	1.2491	NA	1.01205	321
GRMZM2G084928	7	1.47432	2.09388	1.24046	1.06032	181
GRMZM2G084935	0	0	0	NA	NA	12
GRMZM2G084938	5	1.06562	1.55581	2.56117	1.07114	234
GRMZM2G084940	14	2.94347	4.215	1.49016	1.25882	265
GRMZM2G084942	1	0.217694	0.0701299	0.0025974	-0.880088	141
GRMZM2G084944	2	0.42161	0.275839	0	-0.580247	305
GRMZM2G084947	0	0	0	NA	NA	191
GRMZM2G084958	11	2.30956	3.72636	2.88676	1.70807	289
GRMZM2G084968	6	1.26111	1.28118	4.63614	0.0384806	182
GRMZM2G084979	2	0.423051	0.656686	0.0913753	0.929991	72
GRMZM2G084984	0	0	0	NA	NA	63
GRMZM2G085000	3	0.633226	0.238346	1.65932	-1.21863	191
GRMZM2G085005	13	2.72928	2.55463	9.2147	-0.183824	157
GRMZM2G085019	20	4.18969	5.63375	8.24769	1.05578	453
GRMZM2G085027	21	4.4317	5.05578	11.9095	0.437307	443
GRMZM2G085035	2	0.442594	0.557315	NA	0.456651	96
GRMZM2G085038	5	1.09576	1.5024	0.502597	0.888542	225
GRMZM2G085042	4	0.843851	1.21168	0.34621	0.938013	283
GRMZM2G085049	3	0.630583	1.29862	0.536646	2.06161	162
GRMZM2G085054	0	0	0	NA	NA	324
GRMZM2G085068	3	0.627763	0.86151	0.011655	0.721357	153
GRMZM2G085078	21	4.41257	2.98631	11.6274	-0.999406	1446
GRMZM2G085086	1	0.211494	0.347222	NA	0.809499	108
GRMZM2G085089	4	0.836618	1.60085	1.09806	1.94888	339
GRMZM2G085111	4	0.86493	1.17615	0.373327	0.793658	92
GRMZM2G085113	2	0.431413	0.588468	0.00745921	0.625163	463
GRMZM2G085116	7	1.50893	3.08621	2.53654	2.69939	132
GRMZM2G085117	2	0.443022	0.970445	NA	2.09942	296
GRMZM2G085153	1	0.210116	0.302098	1.35944	0.548591	153
GRMZM2G085176	8	1.72717	2.80964	0.394412	1.67481	277
GRMZM2G085189	27	5.68487	8.12683	7.60574	1.37016	157
GRMZM2G085192	5	1.11131	1.11942	3.49868	0.0177299	120
GRMZM2G085195	12	2.53384	2.41551	6.71852	-0.132973	339
GRMZM2G085198	1	0.217694	0.165584	NA	-0.310786	206
GRMZM2G085199	9	1.89571	1.5835	4.65814	-0.441113	289
GRMZM2G085210	6	1.25949	1.42745	NA	0.322056	415
GRMZM2G085218	1	0.208796	0.421422	NA	1.26813	14
GRMZM2G085236	26	5.44684	8.04839	6.51521	1.50978	924
GRMZM2G085246	0	0	0	0	NA	84
GRMZM2G085248	11	2.333	3.59191	3.57076	1.51773	231
GRMZM2G085249	0	0	0	0	NA	198
GRMZM2G085254	3	0.630519	0.149073	3.87715	-1.48578	334
GRMZM2G085260	1	0.210116	0.388345	0.134732	1.06298	154
GRMZM2G085266	21	4.43075	5.11384	9.44409	0.478658	626
GRMZM2G085301	15	3.14951	4.12947	8.03175	0.915876	249
GRMZM2G085320	8	1.68159	2.30053	0.168298	0.957626	142
GRMZM2G085336	0	0	0	NA	NA	68
GRMZM2G085353	1	0.214445	0.49435	0.353107	1.66939	176
GRMZM2G085378	12	2.55328	3.64936	3.10457	1.23171	413
GRMZM2G085381	12	2.53715	4.01027	0.417163	1.6554	237
GRMZM2G085392	6	1.28133	1.8286	0.063337	1.04937	165
GRMZM2G085402	9	1.90083	1.85814	2.92782	-0.0603193	457
GRMZM2G085408	1	0.219447	0.229909	NA	0.0623984	51
GRMZM2G085409	2	0.425225	0.126445	1.89516	-1.1893	323
GRMZM2G085411	4	0.860171	1.28485	0.131912	1.08297	449
GRMZM2G085420	1	0.223254	0.0783673	0	-0.864121	101
GRMZM2G085438	8	1.69239	2.1215	3.09306	0.663927	232
GRMZM2G085467	0	0	0	NA	NA	182
GRMZM2G085469	6	1.26535	2.0238	2.78804	1.45431	121
GRMZM2G085474	10	2.09646	2.68773	1.16122	0.769086	296
GRMZM2G085483	8	1.69418	2.40613	2.99189	1.10154	193
GRMZM2G085504	6	1.30222	1.71994	NA	0.800966	132
GRMZM2G085509	1	0.219447	0.037037	NA	-1.08791	64
GRMZM2G085513	5	1.0806	1.96242	1.90775	1.92688	131
GRMZM2G085530	9	1.89459	0.896329	5.02127	-1.41042	497
GRMZM2G085547	6	1.26129	1.07314	3.4369	-0.360776	370
GRMZM2G085550	0	0	0	NA	NA	42
GRMZM2G085554	0	0	0	NA	NA	76
GRMZM2G085568	4	0.83271	0.143761	1.9735	-1.7569	328
GRMZM2G085573	3	0.633167	0.723153	0.761841	0.277701	143
GRMZM2G085577	6	1.2763	0.545038	3.64416	-1.40218	250
GRMZM2G085582	0	0	0	NA	NA	196
GRMZM2G085587	4	0.83524	0.493554	3.20621	-0.871338	370
GRMZM2G085600	2	0.431413	0.673385	0.0754148	0.963178	106
GRMZM2G085602	1	0.2324	0.0929152	NA	-0.831902	10
GRMZM2G085604	12	2.52892	2.3715	2.20827	-0.176898	451
GRMZM2G085613	10	2.13043	3.00143	2.8073	1.13296	264
GRMZM2G085630	0	0	0	NA	NA	99
GRMZM2G085641	1	0.210116	0.115618	0.00745921	-0.563599	277
GRMZM2G085646	3	0.644272	0.928323	0.0741879	0.8766	171
GRMZM2G085661	7	1.48951	1.72467	4.53832	0.402453	393
GRMZM2G085670	7	1.48963	1.7509	0.66917	0.447153	148
GRMZM2G085675	3	0.631785	0.209967	0.000438982	-1.30176	180
GRMZM2G085678	2	0.418913	0.424906	0.114244	0.0238585	150
GRMZM2G085691	17	3.5647	3.19468	5.9667	-0.311105	285
GRMZM2G085711	25	5.24387	7.1018	8.888	1.11654	226
GRMZM2G085713	2	0.426145	0.99362	1.25469	2.25885	141
GRMZM2G085718	11	2.34371	2.74224	3.69758	0.480463	431
GRMZM2G085733	12	2.53281	4.41992	5.55491	2.12063	466
GRMZM2G085747	11	2.30588	1.89616	6.23633	-0.493953	408
GRMZM2G085750	4	0.83656	0.890805	2.77618	0.138331	76
GRMZM2G085751	10	2.14822	3.1806	2.37677	1.34286	254
GRMZM2G085812	2	0.420291	0.143629	NA	-1.10126	161
GRMZM2G085825	18	3.80756	8.1483	4.67922	3.47566	353
